"natc","codeTerme","codeTermePere","libAbr","libelle","Level"
4107,104107,104101,"R05CB06","Ambroxol",5
4108,104108,104101,"R05CB07","Sobrérol",5
4109,104109,104101,"R05CB08","Domiodol",5
4110,104110,104101,"R05CB09","Létostéine",5
4111,104111,104101,"R05CB10","Associations",5
4112,104112,104101,"R05CB11","Stepronine",5
4113,104113,104101,"R05CB12","Tiopronine",5
4114,104114,104101,"R05CB13","Dornase alpha (désoxyribonucléase)",5
4115,104115,104101,"R05CB14","Nelténéxine",5
4116,104116,104101,"R05CB15","Erdostéine",5
4117,104117,104087,"R05D","Antitussifs, sauf associations aux expectorants",3
4118,104118,104117,"R05DA","Alcaloides de l'opium et derives",4
4119,104119,104118,"R05DA01","Ethylmorphine",5
4120,104120,104118,"R05DA03","Hydrocodone",5
4121,104121,104118,"R05DA04","Codéine",5
4122,104122,104118,"R05DA05","Alcaloïdes de l'opium avec morphine",5
4123,104123,104118,"R05DA06","Norméthadone",5
4124,104124,104118,"R05DA07","Noscapine",5
4125,104125,104118,"R05DA08","Pholcodine",5
4126,104126,104118,"R05DA09","Dextrométhorphane",5
4127,104127,104118,"R05DA10","Thébacon",5
4128,104128,104118,"R05DA11","Dimémorfan",5
4129,104129,104118,"R05DA20","Associations",5
4130,104130,104117,"R05DB","Autres antitussifs",4
4131,104131,104130,"R05DB01","Benzonatate",5
4132,104132,104130,"R05DB02","Benpropérine",5
4133,104133,104130,"R05DB03","Clobutinol",5
4134,104134,104130,"R05DB04","Isoaminile",5
4135,104135,104130,"R05DB05","Pentoxyvérine",5
4136,104136,104130,"R05DB07","Oxolamine",5
4137,104137,104130,"R05DB09","Oxéladine",5
4138,104138,104130,"R05DB10","Clofédanol",5
4139,104139,104130,"R05DB11","Pipazétate",5
4140,104140,104130,"R05DB12","Bibenzonium bromure",5
4141,104141,104130,"R05DB13","Butamirate",5
4142,104142,104130,"R05DB14","Fédrilate",5
4143,104143,104130,"R05DB15","Zipéprol",5
4144,104144,104130,"R05DB16","Dibunate",5
4145,104145,104130,"R05DB17","Oroxypropine",5
4146,104146,104130,"R05DB18","Prénoxdiazine",5
4147,104147,104130,"R05DB19","Dropropizine",5
4148,104148,104130,"R05DB20","Associations",5
4149,104149,104130,"R05DB21","Clopérastine",5
4150,104150,104130,"R05DB22","Méprotixol",5
4151,104151,104130,"R05DB23","Pipéridione",5
4152,104152,104130,"R05DB24","Tipépidine",5
4153,104153,104130,"R05DB25","Morclofone",5
4154,104154,104130,"R05DB26","Népinalone",5
4155,104155,104087,"R05F","Antitussifs et expectorants en association",3
4156,104156,104155,"R05FA","Derives de l'opium et expectorants",4
4157,104157,104156,"R05FA01","Dérivés de l'opium et mucolytiques",5
4158,104158,104156,"R05FA02","Derives de l'opium et expectorants",5
4159,104159,104155,"R05FB","Autres antitussifs et expectorants",4
4160,104160,104159,"R05FB01","Antitussifs et mucolytiques",5
4161,104161,104159,"R05FB02","Antitussifs et expectorants",5
4162,104162,104087,"R05X","Autres medicaments du rhume",3
4163,104163,103889,"R06","Antihistaminiques a usage systemique",2
4164,104164,104163,"R06A","Antihistaminiques a usage systemique",3
4165,104165,104164,"R06AA","Ethers aminoalkyle",4
4166,104166,104165,"R06AA01","Bromazine",5
4167,104167,104165,"R06AA02","Diphenhydramine",5
4168,104168,104165,"R06AA04","Clémastine",5
4169,104169,104165,"R06AA06","Chlorphénoxamine",5
4170,104170,104165,"R06AA07","Diphénylpyraline",5
4171,104171,104165,"R06AA08","Carbinoxamine",5
4172,104172,104165,"R06AA09","Doxylamine",5
4173,104173,104165,"R06AA52","Diphenhydramine en association",5
4174,104174,104165,"R06AA54","Clémastine en association",5
4175,104175,104165,"R06AA56","Chlorphénoxamine en assocation",5
4176,104176,104165,"R06AA57","Diphenylpyraline en association",5
4177,104177,104164,"R06AB","Alkylamines substituees",4
4178,104178,104177,"R06AB01","Bromphéniramine",5
4179,104179,104177,"R06AB02","Dexchlorphéniramine",5
4180,104180,104177,"R06AB03","Dimétindène",5
4181,104181,104177,"R06AB04","Chlorphéniramine ou chlorphénamine",5
4182,104182,104177,"R06AB05","Phéniramine",5
4183,104183,104177,"R06AB06","Dexbromphéniramine",5
4184,104184,104177,"R06AB07","Talastine",5
4185,104185,104177,"R06AB51","Bromphéniramine en association",5
4186,104186,104177,"R06AB52","Dexchlorphéniramine en association",5
4187,104187,104177,"R06AB54","Chlorphéniramine ou chlorphénamine en association",5
4188,104188,104177,"R06AB56","Dexbromphéniramine en association",5
4189,104189,104164,"R06AC","Ethylene diamines substituees",4
4190,104190,104189,"R06AC01","Mépyramine",5
4191,104191,104189,"R06AC02","Histapyrrodine",5
4192,104192,104189,"R06AC03","Chloropyramine",5
4193,104193,104189,"R06AC04","Tripélennamine",5
4194,104194,104189,"R06AC05","Méthapyrilène",5
4195,104195,104189,"R06AC06","Thonzylamine",5
4196,104196,104189,"R06AC52","Histapyrrodine en association",5
4197,104197,104189,"R06AC53","Chloropyramine en association",5
4198,104198,104164,"R06AD","Derives de la phenothiazine",4
4199,104199,104198,"R06AD01","Alimémazine",5
4200,104200,104198,"R06AD02","Prométhazine",5
4201,104201,104198,"R06AD03","Thiéthylpérazine",5
4202,104202,104198,"R06AD04","Methdilazine",5
4203,104203,104198,"R06AD05","Hydroxyéthylprométhazine",5
4204,104204,104198,"R06AD06","Thiazinam",5
4205,104205,104198,"R06AD07","Méquitazine",5
4206,104206,104198,"R06AD08","Oxomémazine",5
4207,104207,104198,"R06AD09","Isothipendyl",5
4208,104208,104198,"R06AD52","Prométhazine en association",5
4209,104209,104198,"R06AD55","Hydroxyéthylprométhazine en association",5
4210,104210,104164,"R06AE","Derives de la piperazine",4
4211,104211,104210,"R06AE01","Buclizine",5
4212,104212,104210,"R06AE03","Cyclizine",5
4213,104213,104210,"R06AE04","Chlorcyclizine",5
4214,104214,104210,"R06AE05","Méclozine",5
4215,104215,104210,"R06AE06","Oxatomide",5
4216,104216,104210,"R06AE07","Cétirizine",5
4217,104217,104210,"R06AE51","Buclizine en association",5
4218,104218,104210,"R06AE53","Cyclizine en association",5
4219,104219,104210,"R06AE55","Méclozine en association",5
4220,104220,104164,"R06AK","Associations d'antihistaminiques",4
4221,104221,104164,"R06AX","Autres antihistaminiques a usage systemique",4
4222,104222,104221,"R06AX01","Bamipine",5
4223,104223,104221,"R06AX02","Cyproheptadine",5
4224,104224,104221,"R06AX03","Thénalidine",5
4225,104225,104221,"R06AX04","Phénindamine",5
4226,104226,104221,"R06AX05","Antazoline",5
4227,104227,104221,"R06AX07","Triprolidine",5
4228,104228,104221,"R06AX08","Pyrrobutamine",5
4229,104229,104221,"R06AX09","Azatadine",5
4230,104230,104221,"R06AX11","Astémizole",5
4231,104231,104221,"R06AX12","Terfénadine",5
4232,104232,104221,"R06AX13","Loratadine",5
4233,104233,104221,"R06AX15","Mebhydroline",5
4234,104234,104221,"R06AX16","Deptropine",5
4235,104235,104221,"R06AX17","Kétotifène",5
4236,104236,104221,"R06AX18","Acrivastine",5
4237,104237,104221,"R06AX19","Azélastine",5
4238,104238,104221,"R06AX21","Tritoqualine",5
4239,104239,104221,"R06AX22","Ebastine",5
4240,104240,104221,"R06AX23","Piméthixène",5
4241,104241,104221,"R06AX24","Epinastine",5
4242,104242,104221,"R06AX25","Mizolastine",5
4243,104243,104221,"R06AX26","Fexofenadine",5
4244,104244,104221,"R06AX53","Thénalidine en association",5
4245,104245,104221,"R06AX58","Pyrrobutamine en association",5
4246,104246,103889,"R07","Autres medicaments de l'appareil respiratoire",2
4247,104247,104246,"R07A","Autres medicaments de l'appareil respiratoire",3
4248,104248,104247,"R07AA","Surfactants pulmonaires",4
4249,104249,104248,"R07AA01","Colfoscéril palmitate",5
4250,104250,104248,"R07AA02","Phospholipides naturels",5
4251,104251,104248,"R07AA30","Associations",5
4252,104252,104247,"R07AB","Stimulants respiratoires",4
4253,104253,104252,"R07AB01","Doxapram",5
4254,104254,104252,"R07AB02","Nikéthamide",5
4255,104255,104252,"R07AB03","Pentétrazol",5
4256,104256,104252,"R07AB04","Etamivan",5
4257,104257,104252,"R07AB05","Bémégride",5
4258,104258,104252,"R07AB06","Prethcamide",5
4259,104259,104252,"R07AB07","Almitrine",5
4260,104260,104252,"R07AB08","Diméfline",5
4261,104261,104252,"R07AB09","Mépixanox",5
4262,104262,104252,"R07AB52","Nikéthamide en association",5
4263,104263,104252,"R07AB53","Pentétrazol en association",5
4264,104264,104247,"R07AX","Autres medicaments du systeme respiratoire",4
4265,104265,0,"S","ORGANES SENSORIELS",1
4266,104266,104265,"S01","Medicaments ophtalmologiques",2
4267,104267,104266,"S01A","Antiinfectieux",3
4268,104268,104267,"S01AA","Antibiotiques",4
4269,104269,104268,"S01AA01","Chloramphénicol",5
4270,104270,104268,"S01AA02","Chlortétracycline",5
4271,104271,104268,"S01AA03","Neomycine",5
4272,104272,104268,"S01AA04","Oxytétracycline",5
4273,104273,104268,"S01AA05","Tyrothricine",5
4274,104274,104268,"S01AA07","Framycétine",5
4275,104275,104268,"S01AA09","Tetracycline",5
4276,104276,104268,"S01AA10","Natamycine",5
4277,104277,104268,"S01AA11","Gentamicine",5
4278,104278,104268,"S01AA12","Tobramycine",5
4279,104279,104268,"S01AA13","Fusidique acide",5
4280,104280,104268,"S01AA14","Benzylpénicilline",5
4281,104281,104268,"S01AA15","Dihydrostreptomycine",5
4282,104282,104268,"S01AA16","Rifamycine",5
4283,104283,104268,"S01AA17","Erythromycine",5
4284,104284,104268,"S01AA18","Polymyxine b",5
4285,104285,104268,"S01AA19","Ampicilline",5
4286,104286,104268,"S01AA20","Antibiotiques en association avec d'autres substances",5
4287,104287,104268,"S01AA21","Amikacine",5
4288,104288,104268,"S01AA22","Micronomicine",5
4289,104289,104268,"S01AA23","Nétilmicine",5
4290,104290,104268,"S01AA24","Kanamycine",5
4291,104291,104268,"S01AA25","Azidamfenicol",5
4292,104292,104268,"S01AA30","Associations de différents antibiotiques",5
4293,104293,104267,"S01AB","Sulfamides",4
4294,104294,104293,"S01AB01","Sulfaméthizole",5
4295,104295,104293,"S01AB02","Sulfafurazole",5
4296,104296,104293,"S01AB03","Sulfadicramide",5
4297,104297,104293,"S01AB04","Sulfacétamide",5
4298,104298,104293,"S01AB05","Sulfafénazol",5
4299,104299,104267,"S01AD","Antiviraux",4
4300,104300,104299,"S01AD01","Idoxuridine",5
4301,104301,104299,"S01AD02","Trifluridine",5
4302,104302,104299,"S01AD03","Aciclovir",5
4303,104303,104299,"S01AD05","Interféron",5
4304,104304,104299,"S01AD06","Vidarabine",5
4305,104305,104299,"S01AD07","Famciclovir",5
4306,104306,104267,"S01AX","Autres antiinfectieux",4
4307,104307,104306,"S01AX01","Composés mercuriels",5
4308,104308,104306,"S01AX02","Composés argentiques",5
4309,104309,104306,"S01AX03","Composés zincifères",5
4310,104310,104306,"S01AX04","Nitrofurazone",5
4311,104311,104306,"S01AX05","Bibrocathol",5
4312,104312,104306,"S01AX06","Résorcinol",5
4313,104313,104306,"S01AX07","Sodium borate",5
4314,104314,104306,"S01AX08","Hexamidine",5
4315,104315,104306,"S01AX09","Chlorhexidine",5
4316,104316,104306,"S01AX10","Sodium propionate",5
4317,104317,104306,"S01AX11","Ofloxacine",5
4318,104318,104306,"S01AX12","Norfloxacine",5
4319,104319,104306,"S01AX13","Ciprofloxacine",5
4320,104320,104306,"S01AX14","Dibrompropamidine",5
4321,104321,104306,"S01AX15","Propamidine",5
4322,104322,104306,"S01AX16","Picloxydine",5
4323,104323,104306,"S01AX17","Lomefloxacine",5
4324,104324,104266,"S01B","Antiinflammatoires",3
4325,104325,104324,"S01BA","Corticoides non associes",4
4326,104326,104325,"S01BA01","Dexaméthasone",5
4327,104327,104325,"S01BA02","Hydrocortisone",5
4328,104328,104325,"S01BA03","Cortisone",5
4329,104329,104325,"S01BA04","Prednisolone",5
4330,104330,104325,"S01BA05","Triamcinolone",5
4331,104331,104325,"S01BA06","Betamethasone",5
4332,104332,104325,"S01BA07","Fluorométholone",5
4333,104333,104325,"S01BA08","Médrysone",5
4334,104334,104325,"S01BA09","Clobétasone",5
4335,104335,104325,"S01BA10","Alclométasone",5
4336,104336,104325,"S01BA11","Désonide",5
4337,104337,104325,"S01BA12","Formocortal",5
4338,104338,104325,"S01BA13","Rimexolone",5
4339,104339,104324,"S01BB","Corticoides et mydriatiques en association",4
4340,104340,104339,"S01BB01","Hydrocortisone et mydriatiques",5
4341,104341,104339,"S01BB02","Prednisolone et mydriatiques",5
4342,104342,104339,"S01BB03","Fluorométholone et mydriatiques",5
4343,104343,104339,"S01BB04","Bétaméthasone et mydriatiques",5
4344,104344,104324,"S01BC","Antiinflammatoires non steroidiens",4
4345,104345,104344,"S01BC01","Indométacine",5
4346,104346,104344,"S01BC02","Oxyphenbutazone",5
4347,104347,104344,"S01BC03","Diclofénac",5
4348,104348,104344,"S01BC04","Flurbiprofène",5
4349,104349,104344,"S01BC05","Kétorolac",5
4350,104350,104344,"S01BC06","Piroxicam",5
4351,104351,104344,"S01BC07","Bendazac",5
4352,104352,104344,"S01BC08","Salicylique acide",5
4353,104353,104266,"S01C","Antiinflammatoires et antiinfectieux en association",3
4354,104354,104353,"S01CA","Corticoides et antiinfectieux en association",4
4355,104355,104354,"S01CA01","Dexaméthasone et antiinfectieux",5
4356,104356,104354,"S01CA02","Prednisolone et antiinfectieux",5
4357,104357,104354,"S01CA03","Hydrocortisone et antiinfectieux",5
4358,104358,104354,"S01CA04","Fluocortolone et antiinfectieux",5
4359,104359,104354,"S01CA05","Bétaméthasone et antiinfectieux",5
4360,104360,104354,"S01CA06","Fludrocortisone et antiinfectieux",5
4361,104361,104354,"S01CA07","Fluorométholone et antiinfectieux",5
4362,104362,104354,"S01CA08","Méthylprednisolone et antiinfectieux",5
4363,104363,104354,"S01CA09","Chloroprednisone et antiinfectieux",5
4364,104364,104354,"S01CA10","Fluocinolone acétonide et antiinfectieux",5
4365,104365,104354,"S01CA11","Clobétasone et antiinfectieux",5
4366,104366,104353,"S01CB","Corticoides, antiinfectieux et mydriatiques en association",4
4367,104367,104366,"S01CB01","Dexaméthasone",5
4368,104368,104366,"S01CB02","Prednisolone",5
4369,104369,104366,"S01CB03","Hydrocortisone",5
4370,104370,104366,"S01CB04","Betamethasone",5
4371,104371,104366,"S01CB05","Fluorométholone",5
4372,104372,104353,"S01CC","Antiinflammatoires non steroidiens et antiinfectieux en",4
4373,104373,104372,"S01CC01","Diclofenac et antiinfectieux",5
4374,104374,104266,"S01E","Antiglaucomateux et myotiques",3
4375,104375,104374,"S01EA","Sympathomimetiques antiglaucomateux",4
4376,104376,104375,"S01EA01","Epinephrine",5
4377,104377,104375,"S01EA02","Dipivéfrine",5
4378,104378,104375,"S01EA03","Apraclonidine",5
4379,104379,104375,"S01EA04","Clonidine",5
4380,104380,104375,"S01EA05","Brimonidine",5
4381,104381,104375,"S01EA51","Epinéphrine en association",5
4382,104382,104374,"S01EB","Parasympathomimetiques",4
4383,104383,104382,"S01EB01","Pilocarpine",5
4384,104384,104382,"S01EB02","Carbachol",5
4385,104385,104382,"S01EB03","Ecothiopate",5
4386,104386,104382,"S01EB04","Démécarium",5
4387,104387,104382,"S01EB05","Physostigmine",5
4388,104388,104382,"S01EB06","Néostigmine",5
4389,104389,104382,"S01EB07","Fluostigmine",5
4390,104390,104382,"S01EB08","Acéclidine",5
4391,104391,104382,"S01EB09","Acétylcholine",5
4392,104392,104382,"S01EB10","Paraoxon",5
4393,104393,104382,"S01EB51","Pilocarpine en association",5
4394,104394,104382,"S01EB58","Acéclidine en association",5
4395,104395,104374,"S01EC","Inhibiteurs de l'anhydrase carbonique",4
4396,104396,104395,"S01EC01","Acétazolamide",5
4397,104397,104395,"S01EC02","Diclofénamide",5
4398,104398,104395,"S01EC03","Dorzolamide",5
4399,104399,104374,"S01ED","Betabloquants",4
4400,104400,104399,"S01ED01","Timolol",5
4401,104401,104399,"S01ED02","Bétaxolol",5
4402,104402,104399,"S01ED03","Lévobunolol",5
4403,104403,104399,"S01ED04","Métipranolol",5
4404,104404,104399,"S01ED05","Cartéolol",5
4405,104405,104399,"S01ED06","Béfunolol",5
4406,104406,104399,"S01ED51","Timolol en association",5
4407,104407,104399,"S01ED54","Métipranolol en association",5
4408,104408,104374,"S01EX","Autres antiglaucomateux",4
4409,104409,104408,"S01EX01","Guanéthidine",5
4410,104410,104408,"S01EX02","Dapiprazole",5
4411,104411,105195,"S01EE01","Latanoprost",5
4412,104412,104266,"S01F","Mydriatiques et cycloplegiques",3
4413,104413,104412,"S01FA","Anticholinergiques",4
4414,104414,104413,"S01FA01","Atropine",5
4415,104415,104413,"S01FA02","Scopolamine",5
4416,104416,104413,"S01FA03","Méthylscopolamine",5
4417,104417,104413,"S01FA04","Cyclopentolate",5
4418,104418,104413,"S01FA05","Homatropine",5
4419,104419,104413,"S01FA06","Tropicamide",5
4420,104420,104413,"S01FA56","Tropicamide en association",5
4421,104421,104412,"S01FB","Sympathomimetiques, antiglaucomateux exclus",4
4422,104422,104421,"S01FB01","Phényléphrine",5
4423,104423,104421,"S01FB02","Ephédrine",5
4424,104424,104421,"S01FB03","Ibopamine",5
4425,104425,104266,"S01G","Decongestionnants et antiallergiques",3
4426,104426,104425,"S01GA","Sympathomimetiques utilises comme decongestionnants",4
4427,104427,104426,"S01GA01","Naphazoline",5
4428,104428,104426,"S01GA02","Tétryzoline",5
4429,104429,104426,"S01GA03","Xylométazoline",5
4430,104430,104426,"S01GA04","Oxymétazoline",5
4431,104431,104426,"S01GA05","Phényléphrine",5
4432,104432,104426,"S01GA06","Oxédrine",5
4433,104433,104426,"S01GA51","Naphazoline en association",5
4434,104434,104426,"S01GA52","Tétryzoline en association",5
4435,104435,104426,"S01GA53","Xylometazoline en association",5
4436,104436,104426,"S01GA55","Phenylephrine en association",5
4437,104437,104426,"S01GA56","Oxédrine en association",5
4438,104438,104425,"S01GX","Autres antiallergiques",4
4439,104439,104438,"S01GX01","Cromoglicique acide",5
4440,104440,104438,"S01GX02","Lévocabastine",5
4441,104441,104438,"S01GX03","Spaglumique acide",5
4442,104442,104438,"S01GX04","Nédocromil",5
4443,104443,104438,"S01GX05","Lodoxamide",5
4444,104444,104438,"S01GX06","Emedastine",5
4445,104445,104438,"S01GX51","Cromoglicique acide en association",5
4446,104446,104266,"S01H","Anesthesiques locaux",3
4447,104447,104446,"S01HA","Anesthesiques locaux",4
4448,104448,104447,"S01HA01","Cocaïne",5
4449,104449,104447,"S01HA02","Oxybuprocaïne",5
4450,104450,104447,"S01HA03","Tétracaïne",5
4451,104451,104447,"S01HA04","Proxymétacaïne",5
4452,104452,104447,"S01HA05","Procaïne",5
4453,104453,104447,"S01HA06","Cinchocaïne",5
4454,104454,104447,"S01HA07","Lidocaïne",5
4455,104455,104447,"S01HA30","Associations",5
4456,104456,104266,"S01J","Medicaments de diagnostic",3
4457,104457,104456,"S01JA","Colorants",4
4458,104458,104457,"S01JA01","Fluoroscéine",5
4459,104459,104457,"S01JA02","Rose de bengal sodique",5
4460,104460,104457,"S01JA51","Fluoroscéine en association",5
4461,104461,104456,"S01JX","Autres medicaments de diagnostic en ophtalmologie",4
4462,104462,104266,"S01K","Adjuvants en chirurgie ophtalmique",3
4463,104463,104462,"S01KA","Medicaments viscoelastiques",4
4464,104464,104463,"S01KA01","Hyaluronique acide",5
4465,104465,104463,"S01KA02","Hypromellose",5
4466,104466,104463,"S01KA51","Hyaluronique acide en association",5
4467,104467,104462,"S01KX","Autres adjuvants en chirurgie ophtalmique",4
4468,104468,104467,"S01KX01","Chymotrypsine",5
4469,104469,104266,"S01X","Autres medicaments ophtalmologiques",3
4470,104470,104469,"S01XA","Autres medicaments ophtalmologiques",4
4471,104471,104470,"S01XA01","Guaïazulène",5
4472,104472,104470,"S01XA02","Rétinol",5
4473,104473,104470,"S01XA03","Sodium chlorure, hypertonique",5
4474,104474,104470,"S01XA04","Potassium iodure",5
4475,104475,104470,"S01XA05","Edétate sodique",5
4476,104476,104470,"S01XA06","Ethylmorphine",5
4477,104477,104470,"S01XA07","Alun",5
4478,104478,104470,"S01XA08","Acétylcystéine",5
4479,104479,104470,"S01XA09","Iodohéparinate",5
4480,104480,104470,"S01XA10","Inosine",5
4481,104481,104470,"S01XA11","Nandrolone",5
4482,104482,104470,"S01XA12","Dexpanthenol",5
4483,104483,104470,"S01XA13","Alteplase",5
4484,104484,104470,"S01XA14","Heparine",5
4485,104485,104470,"S01XA20","Larmes artificielles et diverses autres préparations",5
4486,104486,104265,"S02","Medicaments otologiques",2
4487,104487,104486,"S02A","Antiinfectieux",3
4488,104488,104487,"S02AA","Medicaments antiinfectieux",4
4489,104489,104488,"S02AA01","Chloramphénicol",5
4490,104490,104488,"S02AA02","Nitrofurazone",5
4491,104491,104488,"S02AA03","Borique acide",5
4492,104492,104488,"S02AA04","Aluminium acétotartrate",5
4493,104493,104488,"S02AA05","Clioquinol",5
4494,104494,104488,"S02AA06","Hydrogène peroxyde",5
4495,104495,104488,"S02AA07","Neomycine",5
4496,104496,104488,"S02AA08","Tetracycline",5
4497,104497,104488,"S02AA09","Chlorhexidine",5
4498,104498,104488,"S02AA10","Acétique acide",5
4499,104499,104488,"S02AA11","Polymyxine b",5
4500,104500,104488,"S02AA12","Rifamycine",5
4501,104501,104488,"S02AA13","Miconazole",5
4502,104502,104488,"S02AA30","Antiinfectieux en association",5
4503,104503,104486,"S02B","Corticoides",3
4504,104504,104503,"S02BA","Corticoide",4
4505,104505,104504,"S02BA01","Hydrocortisone",5
4506,104506,104504,"S02BA03","Prednisolone",5
4507,104507,104504,"S02BA06","Dexaméthasone",5
4508,104508,104504,"S02BA07","Betamethasone",5
4509,104509,104486,"S02C","Corticoides et antiinfectieux en association",3
4510,104510,104509,"S02CA","Corticoide et antiinfectieux en association",4
4511,104511,104510,"S02CA01","Prednisolone et antiinfectieux",5
4512,104512,104510,"S02CA02","Flumétasone et antiinfectieux",5
4513,104513,104510,"S02CA03","Hydrocortisone et antiinfectieux",5
4514,104514,104510,"S02CA04","Triamcinolone et antiinfectieux",5
4515,104515,104510,"S02CA05","Fluocinolone et antiinfectieux",5
4516,104516,104510,"S02CA06","Dexaméthasone et antiinfectieux",5
4517,104517,104510,"S02CA07","Fludrocortisone et antiinfectieux",5
4518,104518,104486,"S02D","Autres medicaments otologiques",3
4519,104519,104518,"S02DA","Analgesiques et anesthesiques",4
4520,104520,104519,"S02DA01","Lidocaïne",5
4521,104521,104519,"S02DA02","Cocaïne",5
4522,104522,104519,"S02DA30","Associations",5
4523,104523,104518,"S02DC","Autres medicaments",4
4524,104524,104265,"S03","Preparations ophtalmologiques et otologiques",2
4525,104525,104524,"S03A","Antiinfectieux",3
4526,104526,104525,"S03AA","Antiinfectieux",4
4527,104527,104526,"S03AA01","Neomycine",5
4528,104528,104526,"S03AA02","Tetracycline",5
4529,104529,104526,"S03AA03","Polymyxine b",5
4530,104530,104526,"S03AA04","Chlorhexidine",5
4531,104531,104526,"S03AA05","Hexamidine",5
4532,104532,104526,"S03AA06","Gentamicine",5
4533,104533,104526,"S03AA30","Antiinfectieux en association",5
4534,104534,104524,"S03B","Corticoides",3
4535,104535,104534,"S03BA","Corticoides",4
4536,104536,104535,"S03BA01","Dexaméthasone",5
4537,104537,104535,"S03BA02","Prednisolone",5
4538,104538,104524,"S03C","Corticoides et antiinfectieux en association",3
4539,104539,104538,"S03CA","Corticoides et antiinfectieux en association",4
4540,104540,104539,"S03CA01","Dexaméthasone et antiinfectieux",5
4541,104541,104539,"S03CA02","Prednisolone et antiinfectieux",5
4542,104542,104539,"S03CA04","Hydrocortisone et antiinfectieux",5
4543,104543,104539,"S03CA05","Fludrocortisone et antiinfectieux",5
4544,104544,104524,"S03D","Autres preparations ophtalmologiques et otologiques",3
4545,104545,0,"V","DIVERS",1
4546,104546,104545,"V01","Allergenes",2
4547,104547,104546,"V01A","Allergenes",3
4548,104548,104547,"V01AA","Extraits d'allergenes",4
4549,104549,104548,"V01AA01","Plume",5
4550,104550,104548,"V01AA02","Pollen d'herbe",5
4551,104551,104548,"V01AA03","Poussière de maison",5
4552,104552,104548,"V01AA04","Moisissures de champignons et levures",5
4553,104553,104548,"V01AA05","Pollen d'arbre",5
4554,104554,104548,"V01AA07","Insectes",5
4555,104555,104548,"V01AA08","Aliments",5
4556,104556,104548,"V01AA09","Textiles",5
4557,104557,104548,"V01AA10","Fleurs",5
4558,104558,104548,"V01AA11","Animaux",5
4559,104559,104548,"V01AA20","Divers",5
4560,104560,104545,"V03","Tous autres medicaments",2
4561,104561,104560,"V03A","Tous autres medicaments",3
4562,104562,104561,"V03AA","Medicaments de l'alcoolisme chronique",4
4563,104563,104562,"V03AA01","Disulfiram",5
4564,104564,104562,"V03AA02","Carbimide calcique",5
4565,104565,104562,"V03AA03","Acamprosate",5
4566,104566,104561,"V03AB","Antidotes et chélateurs",4
4567,104567,104566,"V03AB01","Ipécacuanha",5
4568,104568,104566,"V03AB02","Nalorphine",5
4569,104569,104566,"V03AB03","Edétates",5
4570,104570,104566,"V03AB04","Pralidoxime",5
4571,104571,104566,"V03AB05","Prednisolone et prométhazine",5
4572,104572,104566,"V03AB06","Thiosulfate",5
4573,104573,104566,"V03AB08","Sodium nitrite",5
4574,104574,104566,"V03AB09","Dimercaprol",5
4575,104575,104566,"V03AB13","Obidoxime",5
4576,104576,104566,"V03AB14","Protamine",5
4577,104577,104566,"V03AB15","Naloxone",5
4578,104578,104566,"V03AB16","Ethanol",5
4579,104579,104566,"V03AB17","Méthylthioninium chlorure",5
4580,104580,104566,"V03AB18","Potassium permanganate",5
4581,104581,104566,"V03AB19","Physostigmine",5
4582,104582,104566,"V03AB20","Cuivre sulfate",5
4583,104583,104566,"V03AB21","Potassium iodure",5
4584,104584,104566,"V03AB22","Nitrite d'amyle",5
4585,104585,104566,"V03AB23","Acétylcystéine",5
4586,104586,104566,"V03AB24","Antitoxine digitalique",5
4587,104587,104566,"V03AB25","Flumazénil",5
4588,104588,104566,"V03AB26","Méthionine",5
4589,104589,104566,"V03AB27","4 diméthylaminophénol",5
4590,104590,104566,"V03AB29","Cholinestérase",5
4591,104591,104566,"V03AB30","Naltrexone",5
4592,104592,104566,"V03AB31","Bleu de prusse",5
4593,104593,104566,"V03AB32","Glutathion",5
4594,104594,104566,"V03AB33","Hydroxocobalamine",5
4595,104595,104561,"V03AC","Chelateurs du fer",4
4596,104596,104595,"V03AC01","Déféroxamine",5
4597,104597,104595,"V03AC02","Défériprone",5
4598,104598,104561,"V03AE","Medicaments de l'hyperkaliemie",4
4599,104599,104598,"V03AE01","Sulfonate de polystyrène",5
4600,104600,104561,"V03AF","Medicaments detoxifiants dans un traitement cytostatique",4
4601,104601,104600,"V03AF01","Mesna",5
4602,104602,104600,"V03AF02","Dexrazoxane",5
4603,104603,104600,"V03AF03","Calcium folinate",5
4604,104604,104600,"V03AF04","Calcium levofolinate",5
4605,104605,104600,"V03AF05","Amifostine",5
4606,104606,104561,"V03AG","Medicaments de l'hypercalcemie",4
4607,104607,104606,"V03AG01","Sodium cellulose phosphate",5
4608,104608,104561,"V03AH","Medicaments de l'hypoglycemie",4
4609,104609,104608,"V03AH01","Diazoxide",5
4610,104610,104561,"V03AK","Sparadraps",4
4611,104611,104561,"V03AM","Medicaments pour l'embolisation",4
4612,104612,104561,"V03AN","Gaz medicaux",4
4613,104613,104561,"V03AX","Autres medicaments",4
4614,104614,104561,"V03AZ","Depresseurs du systeme nerveux",4
4615,104615,104614,"V03AZ01","Ethanol",5
4616,104616,104545,"V04","Medicaments pour diagnostic",2
4617,104617,104616,"V04B","Tests urinaires",3
4618,104618,104616,"V04C","Autres medicaments pour diagnostic",3
